order_id,order_date,customer_id,category,channel,segment,region,quantity,unit_price,discount_pct,revenue,satisfaction_score,currency
ORD-100053,2024-01-03,CUST-3419,Electronics,Paid Search,Mid-Market,EMEA,1,256.9,0,256.9,5,USD
ORD-100054,2024-01-03,CUST-5063,Apparel,Affiliate,Mid-Market,EMEA,1,80.17,0,80.17,4,USD
ORD-100055,2024-01-03,CUST-1157,Electronics,Email,Startup,North America,2,370.66,0,741.32,4,USD
ORD-100056,2024-01-03,CUST-4166,Apparel,Paid Search,Enterprise,North America,3,73.41,0,220.23,4,USD
ORD-100057,2024-01-03,CUST-1573,Beauty,Social,Mid-Market,APAC,3,46.12,0,138.36,3,USD
ORD-100058,2024-01-03,CUST-4691,Beauty,Paid Search,Consumer,North America,2,38.48,0,76.96,5,USD
ORD-100059,2024-01-03,,Apparel,Social,Mid-Market,North America,3,65.05,0,195.15,4,USD
ORD-100060,2024-01-03,CUST-2951,Home & Garden,Affiliate,SMB,North America,1,105.13,0,105.13,3,USD
ORD-100061,2024-01-03,CUST-4502,Apparel,Paid Search,Enterprise,LATAM,1,63.7,0,63.7,4,USD
ORD-100062,2024-01-04,CUST-1541,Home & Garden,Affiliate,Mid-Market,APAC,1,102.7,0,102.7,4,USD
ORD-100063,2024-01-04,CUST-4535,Electronics,Organic Search,Enterprise,APAC,1,378.61,0,378.61,4,USD
ORD-100064,2024-01-04,CUST-3038,Electronics,Email,Enterprise,EMEA,2,288.56,9,525.18,5,USD
ORD-100065,2024-01-04,CUST-1232,Electronics,Paid Search,Startup,APAC,2,247.15,0,494.3,3,USD
ORD-100066,2024-01-04,CUST-1423,Electronics,Organic Search,Consumer,LATAM,1,376.72,0,376.72,4,USD
ORD-100067,2024-01-04,CUST-4590,Sports,Organic Search,Enterprise,APAC,1,106.94,0,106.94,4,USD
ORD-100068,2024-01-04,CUST-5034,Electronics,Paid Search,Startup,APAC,2,230.68,7,429.06,4,USD
ORD-100069,2024-01-04,CUST-1927,Home & Garden,Paid Search,Mid-Market,APAC,1,80.29,0,80.29,4,USD
ORD-100070,2024-01-04,CUST-2922,Electronics,Email,Startup,APAC,1,396.97,13,345.36,4,USD
ORD-100071,2024-01-04,CUST-4171,Home & Garden,Organic Search,Enterprise,LATAM,2,98.45,15,167.37,4,USD
ORD-100072,2024-01-04,CUST-3593,Electronics,Email,Enterprise,LATAM,2,331.06,0,662.12,5,USD
ORD-100073,2024-01-04,CUST-1046,Electronics,Affiliate,Mid-Market,EMEA,3,249.92,0,749.76,4,USD
ORD-100074,2024-01-04,CUST-5159,Sports,Affiliate,Consumer,LATAM,1,130.75,0,130.75,4,USD
ORD-100075,2024-01-04,CUST-4347,Electronics,Paid Search,Startup,LATAM,3,371.91,0,1115.73,3,USD
ORD-100076,2024-01-04,CUST-4256,Beauty,Social,SMB,North America,1,38.35,0,38.35,4,USD
ORD-100077,2024-01-04,CUST-3088,Beauty,Organic Search,Mid-Market,APAC,3,42.44,0,127.32,,USD
ORD-100078,2024-01-04,CUST-4006,Home & Garden,Paid Search,SMB,LATAM,3,79.52,0,238.56,4,USD
ORD-100079,2024-01-04,CUST-3829,Electronics,Organic Search,Startup,LATAM,1,340.3,0,340.3,4,USD
ORD-100080,2024-01-04,CUST-4005,Sports,Organic Search,Mid-Market,APAC,1,121.98,0,121.98,4,USD
ORD-100081,2024-01-04,CUST-5154,Sports,Email,Startup,APAC,3,117.18,0,351.54,4,USD
ORD-100082,2024-01-04,CUST-3381,Electronics,Email,Startup,APAC,1,322.66,0,322.66,4,USD
ORD-100083,2024-01-04,CUST-3816,Apparel,Direct,Mid-Market,APAC,1,63.79,3,61.88,4,USD
ORD-100084,2024-01-04,CUST-4033,Sports,Email,Enterprise,North America,3,112.48,0,337.44,5,USD
ORD-100085,2024-01-04,CUST-5026,Books,Email,Mid-Market,LATAM,1,22.26,1,22.04,5,USD
ORD-100086,2024-01-04,CUST-4320,Home & Garden,Direct,Startup,APAC,2,73.7,0,147.4,4,USD
ORD-100087,2024-01-05,CUST-2389,Sports,Paid Search,Consumer,EMEA,1,123.94,5,117.74,4,USD
ORD-100088,2024-01-05,CUST-5183,Beauty,Organic Search,SMB,North America,1,36.09,0,36.09,4,USD
ORD-100089,2024-01-05,CUST-2171,Books,Paid Search,Enterprise,LATAM,2,24.61,20,39.38,4,USD
ORD-100090,2024-01-05,CUST-1430,Electronics,Social,Enterprise,LATAM,2,273.62,0,547.24,4,USD
ORD-100091,2024-01-05,CUST-3581,Electronics,Direct,SMB,LATAM,3,374.37,0,1123.11,4,USD
ORD-100092,2024-01-05,CUST-1142,Electronics,Direct,Startup,LATAM,2,252.3,24,383.5,4,USD
ORD-100093,2024-01-05,CUST-2506,Books,Affiliate,Consumer,North America,1,21.23,0,21.23,5,USD
ORD-100094,2024-01-05,CUST-3175,Apparel,Paid Search,Startup,EMEA,2,57.1,0,114.2,4,USD
ORD-100095,2024-01-05,CUST-1552,Electronics,Organic Search,Mid-Market,LATAM,3,355.85,0,1067.55,4,USD
ORD-100096,2024-01-05,CUST-3938,Beauty,Organic Search,Mid-Market,APAC,1,48.47,0,48.47,4,USD
ORD-100097,2024-01-05,CUST-2298,Apparel,Organic Search,Startup,North America,3,63.69,0,191.07,5,USD
ORD-100098,2024-01-05,CUST-2638,Electronics,Organic Search,SMB,North America,1,297.03,0,297.03,4,USD
ORD-100099,2024-01-05,CUST-1657,Home & Garden,Paid Search,Mid-Market,North America,3,74.87,0,224.61,3,USD
ORD-100100,2024-01-05,CUST-1040,Sports,Social,Mid-Market,North America,1,131.01,0,131.01,4,USD
ORD-100101,2024-01-05,CUST-3057,Beauty,Affiliate,Consumer,North America,3,39.86,7,111.21,4,USD
ORD-100102,2024-01-05,CUST-4446,Home & Garden,Affiliate,Mid-Market,North America,2,80.32,0,160.64,4,USD
ORD-100103,2024-01-05,CUST-4323,Electronics,Organic Search,Mid-Market,APAC,1,261.94,0,261.94,4,USD
ORD-100104,2024-01-05,CUST-1902,Electronics,Organic Search,Mid-Market,EMEA,2,287.83,0,575.66,3,USD
ORD-100105,2024-01-05,CUST-1020,Home & Garden,Social,Mid-Market,APAC,1,89.92,0,89.92,4,USD
ORD-100106,2024-01-05,CUST-1431,Apparel,Social,Startup,LATAM,1,72.08,0,72.08,4,USD
ORD-100107,2024-01-05,CUST-3421,Electronics,Paid Search,Enterprise,EMEA,2,272.96,0,545.92,4,USD
ORD-100108,2024-01-05,CUST-2356,Apparel,Organic Search,Consumer,EMEA,3,57.31,0,171.93,5,USD
ORD-100109,2024-01-05,CUST-1690,Apparel,Social,SMB,APAC,3,74.2,8,204.79,,USD
ORD-100110,2024-01-05,CUST-2377,Electronics,Paid Search,Mid-Market,LATAM,1,317.59,0,317.59,,USD
ORD-100111,2024-01-06,CUST-3703,Apparel,Social,Startup,North America,2,70.6,0,141.2,4,USD
ORD-100112,2024-01-06,CUST-3507,Home & Garden,Paid Search,Mid-Market,North America,3,98.1,0,294.3,4,USD
ORD-100113,2024-01-06,CUST-1247,Home & Garden,Organic Search,Startup,North America,3,107.88,0,323.64,4,USD
ORD-100114,2024-01-06,CUST-1709,Home & Garden,Email,Enterprise,EMEA,3,94.76,0,284.28,4,USD
ORD-100115,2024-01-06,CUST-4916,Sports,Social,Consumer,North America,1,130.15,20,104.12,4,USD
ORD-100116,2024-01-06,CUST-2372,Apparel,Affiliate,Mid-Market,EMEA,3,61.59,0,184.77,3,USD
ORD-100117,2024-01-06,CUST-1393,Beauty,Organic Search,Consumer,APAC,1,47.78,0,47.78,4,USD
ORD-100118,2024-01-06,CUST-1087,Home & Garden,Organic Search,Startup,APAC,2,93.96,0,187.92,4,USD
ORD-100119,2024-01-06,CUST-1416,Beauty,Affiliate,Consumer,APAC,1,53.86,0,53.86,5,USD
ORD-100120,2024-01-06,CUST-3736,Electronics,Organic Search,SMB,LATAM,1,307.32,0,307.32,3,USD
ORD-100121,2024-01-06,CUST-2988,Electronics,Direct,Mid-Market,APAC,3,334.11,0,1002.33,4,USD
ORD-100122,2024-01-06,CUST-2682,Electronics,Paid Search,Enterprise,APAC,2,354.43,0,708.86,4,USD
ORD-100123,2024-01-06,CUST-3046,Electronics,Email,Mid-Market,EMEA,3,383.81,21,909.63,3,USD
ORD-100124,2024-01-06,CUST-3590,Beauty,Email,Mid-Market,LATAM,1,41.66,0,41.66,4,USD
ORD-100125,2024-01-06,CUST-1488,Home & Garden,Organic Search,Startup,APAC,3,85.03,0,255.09,4,USD
ORD-100126,2024-01-06,CUST-1629,Books,Social,Consumer,North America,1,22.66,0,22.66,3,USD
ORD-100127,2024-01-06,CUST-5184,Sports,Paid Search,Mid-Market,North America,2,128.8,0,257.6,5,USD
ORD-100128,2024-01-06,CUST-5130,Books,Direct,Mid-Market,EMEA,1,16.31,22,12.72,4,USD
ORD-100129,2024-01-07,CUST-4655,Sports,Paid Search,Mid-Market,APAC,2,84.21,0,168.42,4,USD
ORD-100130,2024-01-07,CUST-4974,Books,Email,Mid-Market,LATAM,3,20.6,9,56.24,3,USD
ORD-100131,2024-01-07,CUST-3344,Sports,Organic Search,Startup,LATAM,2,110.4,0,220.8,5,USD
ORD-100132,2024-01-07,CUST-1857,Apparel,Organic Search,Consumer,EMEA,2,67.48,0,134.96,4,USD
ORD-100133,2024-01-07,CUST-4120,Apparel,Email,Consumer,North America,2,83.79,0,167.58,4,USD
ORD-100134,2024-01-07,CUST-2007,Home & Garden,Affiliate,Startup,LATAM,3,104.14,0,312.42,4,USD
ORD-100135,2024-01-07,CUST-3368,Apparel,Organic Search,Enterprise,EMEA,2,89.38,0,178.76,4,USD
ORD-100136,2024-01-07,CUST-2840,Sports,Organic Search,Enterprise,North America,2,139.45,0,278.9,,USD
ORD-100137,2024-01-07,,Apparel,Direct,Mid-Market,North America,1,64.28,0,64.28,4,USD
ORD-100138,2024-01-07,CUST-1536,Beauty,Social,Consumer,EMEA,1,45.64,6,42.9,4,USD
ORD-100139,2024-01-07,CUST-4862,Apparel,Organic Search,SMB,LATAM,3,62.34,3,181.41,4,USD
ORD-100140,2024-01-07,CUST-4459,Home & Garden,Organic Search,Startup,APAC,1,85.75,0,85.75,4,USD
ORD-100141,2024-01-07,CUST-2310,Home & Garden,Organic Search,Enterprise,LATAM,2,110.88,0,221.76,4,USD
ORD-100142,2024-01-07,CUST-4519,Electronics,Organic Search,Startup,APAC,3,330.89,0,992.67,4,USD
ORD-100143,2024-01-07,CUST-1999,Books,Direct,Consumer,LATAM,1,19.08,10,17.17,4,USD
ORD-100144,2024-01-07,CUST-4315,Sports,Paid Search,Consumer,EMEA,1,115.63,16,97.13,3,USD
ORD-100145,2024-01-08,CUST-4111,Books,Email,Startup,North America,2,21.18,2,41.51,3,USD
ORD-100146,2024-01-08,CUST-1243,Electronics,Organic Search,Consumer,EMEA,3,250.19,0,750.57,4,USD
ORD-100147,2024-01-08,,Apparel,Paid Search,Consumer,EMEA,3,68.82,0,206.46,3,USD
ORD-100148,2024-01-08,,Electronics,Organic Search,Startup,North America,1,236.58,0,236.58,,USD
ORD-100149,2024-01-08,CUST-3401,Apparel,Email,SMB,APAC,2,69.93,0,139.86,4,USD
ORD-100150,2024-01-08,CUST-3497,Electronics,Affiliate,Enterprise,North America,2,279.97,0,559.94,4,USD
ORD-100151,2024-01-08,CUST-4867,Electronics,Social,Startup,APAC,3,376.82,0,1130.46,3,USD
ORD-100152,2024-01-08,CUST-1986,Home & Garden,Organic Search,SMB,EMEA,3,92.82,19,225.55,4,USD
ORD-100153,2024-01-08,CUST-2793,Electronics,Organic Search,Startup,North America,2,271.89,0,543.78,4,USD
ORD-100154,2024-01-08,CUST-3954,Books,Organic Search,SMB,North America,3,26.16,7,72.99,4,USD
ORD-100155,2024-01-08,CUST-3276,Electronics,Organic Search,Mid-Market,EMEA,1,311.42,0,311.42,4,USD
ORD-100156,2024-01-08,CUST-2461,Apparel,Organic Search,Startup,EMEA,1,68.45,0,68.45,4,USD
ORD-100157,2024-01-08,CUST-3321,Electronics,Paid Search,Mid-Market,North America,2,303.92,0,607.84,4,USD
ORD-100158,2024-01-08,CUST-1432,Apparel,Direct,SMB,North America,1,64.68,0,64.68,4,USD
ORD-100159,2024-01-08,CUST-4887,Electronics,Email,Consumer,North America,1,257.57,0,257.57,4,USD
ORD-100160,2024-01-08,CUST-2963,Electronics,Paid Search,Enterprise,APAC,2,251.71,0,503.42,3,USD
ORD-100161,2024-01-08,CUST-5083,Beauty,Organic Search,Consumer,EMEA,3,43.86,22,102.63,4,USD
ORD-100162,2024-01-08,CUST-1364,Books,Paid Search,Startup,EMEA,1,21.62,0,21.62,4,USD
ORD-100163,2024-01-08,CUST-4613,Home & Garden,Paid Search,Startup,North America,2,98.57,0,197.14,3,USD
ORD-100164,2024-01-08,CUST-3280,Home & Garden,Direct,Mid-Market,EMEA,1,87.97,0,87.97,4,USD
ORD-100165,2024-01-09,CUST-2682,Beauty,Email,Consumer,North America,2,47.86,0,95.72,4,USD
ORD-100166,2024-01-09,CUST-1914,Electronics,Email,Startup,North America,3,421.52,0,1264.56,4,USD
ORD-100167,2024-01-09,CUST-2211,Sports,Affiliate,Enterprise,EMEA,3,139.44,0,418.32,4,USD
ORD-100168,2024-01-09,CUST-3839,Beauty,Direct,Enterprise,APAC,3,44.28,0,132.84,4,USD
ORD-100169,2024-01-09,CUST-2267,Sports,Affiliate,Enterprise,LATAM,3,134.36,6,378.9,4,USD
ORD-100170,2024-01-09,CUST-1317,Apparel,Organic Search,Enterprise,EMEA,3,56.11,0,168.33,3,USD
ORD-100171,2024-01-09,CUST-1825,Electronics,Paid Search,SMB,APAC,1,352.16,0,352.16,3,USD
ORD-100172,2024-01-09,CUST-1566,Electronics,Paid Search,SMB,North America,1,285.88,0,285.88,4,USD
ORD-100173,2024-01-09,CUST-3326,Beauty,Organic Search,Startup,North America,2,41.95,0,83.9,,USD
ORD-100174,2024-01-09,CUST-3037,Home & Garden,Organic Search,Consumer,North America,3,94.19,0,282.57,5,USD
ORD-100175,2024-01-09,CUST-4383,Electronics,Organic Search,Consumer,LATAM,1,283.84,21,224.23,4,USD
ORD-100176,2024-01-09,CUST-1235,Beauty,Affiliate,Mid-Market,EMEA,3,37.56,0,112.68,4,USD
ORD-100177,2024-01-09,CUST-5096,Home & Garden,Organic Search,Mid-Market,LATAM,1,100,0,100,3,USD
ORD-100178,2024-01-09,CUST-2529,Home & Garden,Email,Enterprise,North America,1,88.97,6,83.63,4,USD
ORD-100179,2024-01-09,CUST-3120,Electronics,Social,Consumer,LATAM,3,341.63,0,1024.89,4,USD
ORD-100180,2024-01-09,CUST-2835,Sports,Organic Search,Enterprise,North America,3,147.3,9,402.13,4,USD
ORD-100181,2024-01-09,CUST-2060,Sports,Social,Startup,APAC,1,125.43,0,125.43,4,USD
ORD-100182,2024-01-09,CUST-3029,Beauty,Organic Search,SMB,North America,2,48.09,0,96.18,3,USD
ORD-100183,2024-01-09,CUST-4824,Home & Garden,Direct,SMB,EMEA,2,65.92,0,131.84,,USD
ORD-100184,2024-01-09,CUST-3747,Electronics,Email,Consumer,North America,2,236.04,0,472.08,4,USD
ORD-100185,2024-01-09,CUST-4645,Apparel,Organic Search,Mid-Market,LATAM,2,68.64,0,137.28,3,USD
ORD-100186,2024-01-10,CUST-3110,Electronics,Direct,SMB,APAC,3,362.01,0,1086.03,4,USD
ORD-100187,2024-01-10,CUST-1103,Electronics,Paid Search,Startup,North America,2,226.86,0,453.72,4,USD
ORD-100188,2024-01-10,CUST-4967,Electronics,Social,Enterprise,APAC,2,322.84,0,645.68,4,USD
ORD-100189,2024-01-10,CUST-3015,Books,Paid Search,SMB,APAC,1,24.84,0,24.84,,USD
ORD-100190,2024-01-10,CUST-4064,Apparel,Organic Search,Startup,North America,2,84.33,0,168.66,4,USD
ORD-100191,2024-01-10,CUST-3099,Electronics,Organic Search,Enterprise,APAC,2,339.65,0,679.3,4,USD
ORD-100192,2024-01-10,CUST-4026,Apparel,Email,Startup,APAC,3,71.84,0,215.52,4,USD
ORD-100193,2024-01-10,CUST-5198,Home & Garden,Paid Search,Enterprise,APAC,2,114.11,0,228.22,4,USD
ORD-100194,2024-01-10,CUST-1190,Electronics,Paid Search,Enterprise,LATAM,1,260.27,0,260.27,4,USD
ORD-100195,2024-01-10,CUST-4061,Electronics,Organic Search,Consumer,North America,1,304.1,21,240.24,4,USD
ORD-100196,2024-01-10,CUST-4389,Apparel,Paid Search,Mid-Market,LATAM,2,66.84,0,133.68,,USD
ORD-100197,2024-01-10,CUST-1855,Apparel,Affiliate,Mid-Market,APAC,3,55.73,0,167.19,3,USD
ORD-100198,2024-01-10,CUST-2921,Apparel,Organic Search,Consumer,APAC,3,66.02,0,198.06,4,USD
ORD-100199,2024-01-10,CUST-4028,Home & Garden,Affiliate,Enterprise,EMEA,3,98.1,0,294.3,3,USD
ORD-100200,2024-01-10,CUST-1686,Electronics,Organic Search,Enterprise,EMEA,1,240.36,0,240.36,3,USD
ORD-100201,2024-01-10,CUST-4591,Home & Garden,Social,SMB,APAC,2,67.95,0,135.9,4,USD
ORD-100202,2024-01-10,CUST-4133,Electronics,Paid Search,Consumer,APAC,3,329.19,0,987.57,4,USD
ORD-100203,2024-01-10,CUST-1734,Apparel,Organic Search,Mid-Market,North America,2,77.16,0,154.32,4,USD
ORD-100204,2024-01-10,CUST-3667,Electronics,Organic Search,Consumer,North America,2,308.85,2,605.35,4,USD
ORD-100205,2024-01-10,CUST-1739,Beauty,Organic Search,Consumer,APAC,1,37.05,0,37.05,4,USD
ORD-100206,2024-01-10,CUST-3288,Sports,Email,Mid-Market,LATAM,3,122.6,0,367.8,3,USD
ORD-100207,2024-01-10,CUST-1175,Electronics,Social,SMB,APAC,1,308.46,0,308.46,4,USD
ORD-100208,2024-01-10,CUST-2431,Apparel,Email,Enterprise,EMEA,3,52.16,0,156.48,4,USD
ORD-100209,2024-01-10,CUST-4413,Home & Garden,Email,Consumer,APAC,1,81.47,0,81.47,5,USD
ORD-100210,2024-01-11,,Electronics,Organic Search,Mid-Market,APAC,1,383.92,0,383.92,3,USD
ORD-100211,2024-01-11,CUST-2213,Electronics,Organic Search,Mid-Market,APAC,3,359.21,0,1077.63,5,USD
ORD-100212,2024-01-11,CUST-2390,Electronics,Organic Search,SMB,North America,2,273.06,0,546.12,5,USD
ORD-100213,2024-01-11,CUST-5009,Home & Garden,Direct,SMB,APAC,3,92.81,0,278.43,,USD
ORD-100214,2024-01-11,CUST-3412,Home & Garden,Direct,Mid-Market,EMEA,1,73.8,0,73.8,,USD
ORD-100215,2024-01-11,CUST-2310,Home & Garden,Affiliate,SMB,APAC,3,80.54,0,241.62,3,USD
ORD-100216,2024-01-11,CUST-1478,Beauty,Organic Search,Enterprise,APAC,3,34.99,0,104.97,4,USD
ORD-100217,2024-01-11,CUST-2985,Electronics,Social,Consumer,North America,1,354.41,0,354.41,4,USD
ORD-100218,2024-01-11,CUST-1309,Sports,Organic Search,Mid-Market,APAC,3,118.03,0,354.09,4,USD
ORD-100219,2024-01-11,,Electronics,Paid Search,Mid-Market,North America,2,251.62,0,503.24,4,USD
ORD-100220,2024-01-11,CUST-2023,Sports,Paid Search,Mid-Market,North America,2,112.7,0,225.4,4,USD
ORD-100221,2024-01-11,CUST-4341,Books,Direct,Mid-Market,EMEA,1,18.5,15,15.73,4,USD
ORD-100222,2024-01-11,CUST-1638,Beauty,Organic Search,Startup,North America,2,48.32,12,85.04,4,USD
ORD-100223,2024-01-11,CUST-1624,Home & Garden,Email,Consumer,North America,3,93.28,0,279.84,4,USD
ORD-100224,2024-01-11,CUST-5008,Apparel,Social,Consumer,North America,1,65.94,0,65.94,3,USD
ORD-100225,2024-01-11,CUST-4502,Home & Garden,Email,Enterprise,EMEA,2,88.93,0,177.86,5,USD
ORD-100226,2024-01-11,CUST-4717,Beauty,Organic Search,Startup,North America,3,40.77,0,122.31,4,USD
ORD-100227,2024-01-11,CUST-3797,Apparel,Email,Consumer,North America,3,75.68,0,227.04,5,USD
ORD-100228,2024-01-11,CUST-2636,Home & Garden,Email,Startup,EMEA,2,95.93,10,172.67,3,USD
ORD-100229,2024-01-11,CUST-2957,Beauty,Direct,Mid-Market,APAC,1,37.63,0,37.63,4,USD
ORD-100230,2024-01-11,CUST-4741,Electronics,Organic Search,Startup,LATAM,1,335.43,0,335.43,,USD
ORD-100231,2024-01-11,CUST-3387,Beauty,Direct,SMB,APAC,1,38.37,6,36.07,3,USD
ORD-100232,2024-01-11,CUST-2579,Electronics,Organic Search,Consumer,EMEA,3,351.11,0,1053.33,,USD
ORD-100233,2024-01-12,CUST-1350,Electronics,Paid Search,Startup,LATAM,3,323.93,0,971.79,3,USD
ORD-100234,2024-01-12,CUST-2582,Home & Garden,Organic Search,SMB,APAC,1,89.01,0,89.01,3,USD
ORD-100235,2024-01-12,CUST-1568,Beauty,Email,Mid-Market,EMEA,3,45.2,0,135.6,4,USD
ORD-100236,2024-01-12,CUST-5015,Electronics,Email,SMB,EMEA,1,307.23,12,270.36,,USD
ORD-100237,2024-01-12,CUST-4625,Apparel,Organic Search,Enterprise,APAC,2,72.46,0,144.92,,USD
ORD-100238,2024-01-12,CUST-3804,Electronics,Organic Search,Startup,North America,3,304.44,0,913.32,4,USD
ORD-100239,2024-01-12,CUST-1498,Sports,Organic Search,SMB,North America,2,104.09,0,208.18,4,USD
ORD-100240,2024-01-12,CUST-3794,Electronics,Paid Search,SMB,APAC,2,325.59,0,651.18,4,USD
ORD-100241,2024-01-12,CUST-3221,Electronics,Paid Search,Consumer,EMEA,3,280.37,0,841.11,3,USD
